date_start,date_end,name,ages,location,id,desc,detail_url,total_open,age_max_year,age_max_month,age_max_week,age_min_year,age_description,days_of_week,time_range_landing_page,date_range_start,date_range_end,date_range,number,time_range
2024-08-12,2024-08-16,Camp Ottawa Energy,At least 6 but less than 13,Earl Armstrong Arena,84914,"<div>Sports, games and crafts. May include a weekly theme.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-energy/84914,20,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,90321,8:00 AM - 5:00 PM
2024-07-02,2024-07-05,Cartooning and Comics,At least 9 but less than 13,Nepean Visual Arts Centre,78957,"Add personality and bring characters and comic strips to life! Draw and animate characters through studying figures, facial expressions, actions, perspective and using specialized illustration techniques.<table class=""MsoNormalTable"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""925"" style=""width:694.0pt;border-collapse:collapse;mso-yfti-tbllook:1184;   mso-padding-alt:0in 0in 0in 0in""><tbody>  </tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cartooning-and-comics/78957,20,13,0,0,9,"Age at least 9 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,84364,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Cartooning and Comics,At least 9 but less than 13,Nepean Visual Arts Centre,78959,"Add personality and bring characters and comic strips to life! Draw and animate characters through studying figures, facial expressions, actions, perspective and using specialized illustration techniques.<table class=""MsoNormalTable"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""925"" style=""width:694.0pt;border-collapse:collapse;mso-yfti-tbllook:1184;   mso-padding-alt:0in 0in 0in 0in""><tbody>  </tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cartooning-and-comics/78959,20,13,0,0,9,"Age at least 9 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,84366,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Cartooning and Comics,At least 9 but less than 13,Nepean Visual Arts Centre,78961,"Add personality and bring characters and comic strips to life! Draw and animate characters through studying figures, facial expressions, actions, perspective and using specialized illustration techniques.<table class=""MsoNormalTable"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""925"" style=""width:694.0pt;border-collapse:collapse;mso-yfti-tbllook:1184;   mso-padding-alt:0in 0in 0in 0in""><tbody>  </tbody></table>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cartooning-and-comics/78961,20,13,0,0,9,"Age at least 9 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,84368,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Cartooning and Comics,At least 9 but less than 15,Nepean Creative Arts Centre,74395,"Add personality and bring characters and comic strips to life! Draw and animate characters through studying figures, facial expressions, actions, perspective and using specialized illustration techniques.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cartooning-and-comics/74395,20,15,0,0,9,"Age at least 9 yrs but less than 15 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,79802,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Cheerleading,At least 6 but less than 9,Nepean Sportsplex,80024,"Learn basic cheers, dance movements and routines. Camp activities each day.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cheerleading/80024,24,9,0,0,6,"Age at least 6 yrs but less than 9 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,85431,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Cheerleading,At least 6 but less than 9,Nepean Sportsplex,80036,"Learn basic cheers, dance movements and routines. Camp activities each day.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cheerleading/80036,24,9,0,0,6,"Age at least 6 yrs but less than 9 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,85443,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Cheerleading Adventure,At least 6 but less than 13,CardelRec Cplx (Goulbourn),84994,"<div><div>Learn basic cheers, dance movements and routines. Camp activities each day and one out-trip during the week.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cheerleading-adventure/84994,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,90401,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Cheerleading Adventure,At least 6 but less than 13,CardelRec Cplx (Goulbourn),84995,"<div><div>Learn basic cheers, dance movements and routines. Camp activities each day and one out-trip during the week.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cheerleading-adventure/84995,30,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,90402,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Cheerleading and Swim,At least 6 but less than 9,Nepean Sportsplex,80030,"<div>Learn basic cheers, dance movements and routines. Camp activities each day and swimming throughout the week.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cheerleading-and-swim/80030,24,9,0,0,6,"Age at least 6 yrs but less than 9 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,85437,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Cheerleading and Swim,At least 9 but less than 14,Nepean Sportsplex,80032,"<div>Learn basic cheers, dance movements and routines. Camp activities each day and swimming throughout the week.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/cheerleading-and-swim/80032,24,14,0,0,9,"Age at least 9 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,85439,8:00 AM - 5:00 PM
2024-08-26,2024-08-30,Chef Adventure,At least 8 but less than 13,Sandy Hill Cmty Centre,80095,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/80095,20,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,85502,8:00 AM - 5:00 PM
2024-08-26,2024-08-30,Chef Adventure,At least 7 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,81763,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/81763,30,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,87170,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Chef Adventure,At least 7 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,81771,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/81771,30,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,87178,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Chef Adventure,At least 8 but less than 13,Greely Cmty Centre,78018,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/78018,20,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,83425,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Chef Adventure,At least 8 but less than 13,Greely Cmty Centre,77953,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/77953,20,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,83360,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Chef Adventure,At least 6 but less than 13,Blackburn Hamlet Cmty Hall,75856,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/75856,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,81263,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Chef Adventure,At least 6 but less than 13,Blackburn Hamlet Cmty Hall,75860,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/75860,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,81267,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Chef Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75899,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/75899,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,81306,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Chef Adventure,At least 7 but less than 12,Greenboro Cmty Centre,76410,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/76410,20,12,0,0,7,"Age at least 7 yrs but less than 12 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,81817,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Chef Adventure,At least 8 but less than 13,Hunt Club-Riverside Park Cmty Centre,74568,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/74568,20,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,79975,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Chef Adventure,At least 6 but less than 13,Routhier Cmty Centre,84843,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/84843,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,90250,8:00 AM - 5:00 PM
2024-08-19,2024-08-23,Chef Adventure,At least 6 but less than 13,Routhier Cmty Centre,84845,Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure/84845,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,90252,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Chef Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79420,"Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities, swimming and one out-trip throughout the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure-and-swim/79420,10,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,84827,8:00 AM - 5:00 PM
2024-08-19,2024-08-23,Chef Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79421,"Get ready for a sweet and savory week filled with slicing and dicing. Includes daily camp activities, swimming and one out-trip throughout the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-adventure-and-swim/79421,20,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,84828,8:00 AM - 5:00 PM
2024-07-02,2024-07-05,Chef Camp,At least 8 but less than 13,Overbrook Cmty Centre,84027,<div>A sweet and savory week filled with slicing and dicing. Camp activities each day.</div><div><br></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-camp/84027,24,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,89434,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Chef Camp,At least 8 but less than 13,Overbrook Cmty Centre,84064,<div>A sweet and savory week filled with slicing and dicing. Camp activities each day.</div><div><br></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-camp/84064,24,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,89471,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Chef Camp,At least 8 but less than 13,Overbrook Cmty Centre,84083,<div>A sweet and savory week filled with slicing and dicing. Camp activities each day.</div><div><br></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-camp/84083,24,13,0,0,8,"Age at least 8 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,89490,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Chef Camp,At least 6 but less than 13,Beacon Hill North Cmty Hall,69338,<div>A sweet and savory week filled with slicing and dicing. Camp activities each day.</div><div><br></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-camp/69338,20,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,74745,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Chef Camp,At least 6 but less than 13,Beacon Hill North Cmty Hall,69339,<div>A sweet and savory week filled with slicing and dicing. Camp activities each day.</div><div><br></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-camp/69339,20,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,74746,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Chef Camp,At least 6 but less than 13,Beacon Hill North Cmty Hall,69340,<div>A sweet and savory week filled with slicing and dicing. Camp activities each day.</div><div><br></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chef-camp/69340,20,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,74747,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Chess,At least 8 but less than 14,N/A,79367,"Learn strategies to protect the king and queen through gameplay, mini tournaments, and chess variations. Includes camp activities.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/chess/79367,16,14,0,0,8,"Age at least 8 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,84774,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,Chess,At least 7 but less than 13,St-Laurent Cplx,84518,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chess/84518,20,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,89925,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Chess,At least 7 but less than 13,St-Laurent Cplx,84494,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/chess/84494,20,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,89901,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Claymation Mania,At least 8 but less than 11,Fallingbrook Elementary School,76454,"Create a stop-motion movie with sound and special effects. Includes storyboard development, building sets and props, instruction in filming and movie editing. Use clay characters, Lego® or Minecraft® figures. Half-day of computer and half-day camp activities.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/claymation-mania/76454,20,11,0,0,8,"Age at least 8 yrs but less than 11 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,81861,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Coding with Micro:bits – Virtual – Child,At least 9 but less than 15,"Virtual - Zoom Meeting, link to follow via email",79337,"Learn how to program computers using a mini-computer that fits in the palm of your hand. Create games, musical instruments, science projects, and other fun activities using a BBC Micro:bit. Requires a personal electronic device with an internet connection. Supply kits will be available for pickup before the start of classes.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/coding-with-micro-bits-virtual-child/79337,14,15,0,0,9,"Age at least 9 yrs but less than 15 yrs,","Mon,Tue,Wed,Thu,Fri",10:00 AM - Noon,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,84744,10:00 AM - Noon
2024-08-06,2024-08-09,Coding with Minecraft Education – Wize Academy,At least 6 but less than 14,Richcraft Rec Complex-Kanata,85065,"Children will use Microsoft Minecraft Education Software. Introduction to computational thinking, basic coding concepts, sequencing and patterning, variables and coordinates, debugging and troubleshooting, computational thinking in the real world and final project. Program offered in collaboration with Wize Academy.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/coding-with-minecraft-education-wize-academy/85065,20,14,0,0,6,"Age at least 6 yrs but less than 14 yrs,","Tue,Wed,Thu,Fri",9:00 AM - 12:30 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,90472,9:00 AM - 12:30 PM
2024-07-29,2024-08-02,Computer EV3Jr Mania,At least 8 but less than 11,Fallingbrook Elementary School,76439,"Learn block-based EV3 Programming Environment transferable programming logic such as loops, if/else, operators, variables, electronics sensors and how they interface with the world around us.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/computer-ev3jr-mania/76439,20,11,0,0,8,"Age at least 8 yrs but less than 11 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,81846,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Crafty Kids Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75896,Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure/75896,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,81303,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Crafty Kids Adventure,At least 6 but less than 13,Blackburn Hamlet Cmty Hall,75858,Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure/75858,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,81265,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Crafty Kids Adventure,At least 7 but less than 12,Greenboro Cmty Centre,76405,Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure/76405,20,12,0,0,7,"Age at least 7 yrs but less than 12 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,81812,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Crafty Kids Adventure,At least 9 but less than 14,Arch Street Public School,76095,<div><div>Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and one out-trip throughout the week.</div></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure/76095,24,14,0,0,9,"Age at least 9 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,81502,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,Crafty Kids Adventure,At least 9 but less than 14,Arch Street Public School,76096,<div><div>Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and one out-trip throughout the week.</div></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure/76096,24,14,0,0,9,"Age at least 9 yrs but less than 14 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,81503,8:00 AM - 5:00 PM
2024-07-22,2024-07-26,Crafty Kids Adventure,At least 6 but less than 13,Rockcliffe Park Cmty Centre,77822,Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and one out-trip throughout the week.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure/77822,20,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,83229,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Crafty Kids Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79422,"Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities, swimming and one out-trip throughout the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure-and-swim/79422,16,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,84829,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Crafty Kids Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79424,"Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities, swimming and one out-trip throughout the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-adventure-and-swim/79424,16,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,84831,8:00 AM - 5:00 PM
2024-08-06,2024-08-09,Crafty Kids and Swim,At least 9 but less than 13,Nepean Sportsplex,79725,<div><div>Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and swimming.</div></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-and-swim/79725,24,13,0,0,9,"Age at least 9 yrs but less than 13 yrs,","Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,85132,8:00 AM - 5:00 PM
2024-07-08,2024-07-12,Crafty Kids and Swim,At least 6 but less than 9,Nepean Sportsplex,79720,<div><div>Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and swimming.</div></div>,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-and-swim/79720,24,9,0,0,6,"Age at least 6 yrs but less than 9 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,85127,8:00 AM - 5:00 PM
2024-07-29,2024-08-02,Crafty Kids and Swim,At least 7 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,81779,Prepare to get messy! Work with a variety of materials to create different crafts. Includes camp activities and swimming.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/crafty-kids-and-swim/81779,30,13,0,0,7,"Age at least 7 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,87186,8:00 AM - 5:00 PM
2024-07-15,2024-07-19,CSI Adventure,At least 6 but less than 13,Pat Clark Cmty Centre,69196,"<div>Search for evidence, gather clues, and discover how science can help solve a mystery. Learn to think like a detective and experiment like a forensic scientist with an out-trip during the week.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/csi-adventure/69196,20,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,74603,8:00 AM - 5:00 PM
2024-08-12,2024-08-16,CSI Adventure,At least 6 but less than 13,Blackburn Hamlet Cmty Hall,75861,"Search for evidence, gather clues, and discover how science can help solve a mystery. Learn to think like a detective and experiment like a forensic scientist with an out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/csi-adventure/75861,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,81268,8:00 AM - 5:00 PM
2024-08-26,2024-08-30,CSI Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75903,"Search for evidence, gather clues, and discover how science can help solve a mystery. Learn to think like a detective and experiment like a forensic scientist with an out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/csi-adventure/75903,24,13,0,0,6,"Age at least 6 yrs but less than 13 yrs,","Mon,Tue,Wed,Thu,Fri",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,81310,8:00 AM - 5:00 PM
